timestamp,temperature,humidity,pm2_5
2025-02-10 18:00:04,24.91,47.62,3.4
2025-02-10 18:01:04,24.91,47.63,3.8
2025-02-10 18:01:54,24.91,47.63,3.8
2025-02-10 18:02:54,24.91,47.65,3.0
2025-02-10 18:03:54,24.91,47.63,3.9
2025-02-10 18:04:54,24.905,47.6,3.5
2025-02-10 18:05:54,24.91,47.62,3.7
2025-02-10 18:06:54,24.91,47.62,3.9
2025-02-10 18:07:54,24.905,47.62,3.3
2025-02-10 18:08:54,24.905,47.63,3.4
2025-02-10 18:09:54,24.905,47.62,3.9
2025-02-10 18:10:54,24.905,47.62,3.2
2025-02-10 18:11:54,30,47.6,9
2025-02-10 18:12:54,24.905,47.59,3.9
2025-02-10 18:13:54,24.905,47.6,3.5
2025-02-10 18:14:54,24.905,47.58,3.2
2025-02-10 18:15:54,24.905,47.59,3.5
2025-02-10 18:17:36,24.905,47.6,3.3
2025-02-10 18:18:36,24.905,47.58,3.2
2025-02-10 18:19:36,24.9,47.61,3.6
2025-02-10 18:20:36,24.9,47.6,3.5
2025-02-10 18:21:36,24.9,47.6,3.3
2025-02-10 18:22:36,24.9,47.62,3.6
2025-02-10 18:23:36,24.9,47.62,3.6
2025-02-10 18:24:36,24.9,47.6,3.8
2025-02-10 18:25:36,24.9,47.62,3.4
2025-02-10 18:26:36,24.905,47.6,3.5
2025-02-10 18:27:36,24.905,47.6,3.7
2025-02-10 18:28:36,24.905,47.59,3.2
2025-02-10 18:29:36,24.905,47.58,3.2
2025-02-10 18:30:36,24.905,47.58,3.3
2025-02-10 18:31:36,24.905,47.57,3.7
2025-02-10 18:32:43,24.905,47.61,3.3
2025-02-10 18:33:43,24.905,47.61,3.9
2025-02-10 18:34:43,24.905,47.62,3.4
2025-02-10 18:35:43,24.9,47.62,3.8
2025-02-10 18:36:43,24.9,47.62,3.9
2025-02-10 18:37:43,24.9,47.61,3.2
2025-02-10 18:38:43,24.9,47.63,3.6
2025-02-10 18:39:43,24.9,47.58,4.0
2025-02-10 18:40:43,24.9,47.6,3.1
2025-02-10 18:41:43,24.9,47.61,3.7
2025-02-10 18:42:43,24.9,47.63,3.7
2025-02-10 18:43:43,24.9,47.61,3.6
2025-02-10 18:44:43,24.9,47.61,3.6
2025-02-10 18:45:43,24.9,47.61,3.7
2025-02-10 18:46:43,24.9,47.59,3.2
2025-02-10 18:47:37,24.9,47.62,3.5
2025-02-10 18:48:37,24.9,47.62,4.1
2025-02-10 18:49:37,24.9,47.6,3.8
2025-02-10 18:50:37,24.9,47.59,3.5
2025-02-10 18:51:37,24.9,47.61,3.5
2025-02-10 18:52:37,24.9,47.59,4.0
2025-02-10 18:53:37,24.9,47.62,3.5
2025-02-10 18:54:37,24.9,47.63,4.1
2025-02-10 18:55:37,24.9,47.6,3.6
2025-02-10 18:56:37,24.9,47.62,3.8
2025-02-10 18:57:37,24.9,47.59,3.8
2025-02-10 18:58:37,24.9,47.61,3.9
2025-02-10 18:59:37,24.9,47.6,4.3
2025-02-10 19:00:37,24.9,47.57,4.3
2025-02-10 19:01:37,24.9,47.62,3.6
2025-02-10 19:02:56,24.9,47.59,3.5
2025-02-10 19:03:56,24.9,47.61,4.1
2025-02-10 19:04:56,24.9,47.63,4.0
2025-02-10 19:05:56,24.895,47.63,3.8
2025-02-10 19:06:56,24.895,47.62,3.9
2025-02-10 19:07:56,24.895,47.63,4.0
2025-02-10 19:08:56,24.895,47.63,3.5
2025-02-10 19:09:56,24.895,47.62,3.8
2025-02-10 19:10:56,24.895,47.64,3.8
2025-02-10 19:11:56,24.895,47.62,3.9
2025-02-10 19:12:56,24.895,47.65,3.8
2025-02-10 19:13:56,24.895,47.61,3.8
2025-02-10 19:14:56,24.895,47.61,3.3
2025-02-10 19:15:56,24.895,47.63,3.9
2025-02-10 19:16:56,24.895,47.64,3.9
2025-02-10 19:18:09,24.895,47.65,4.1
2025-02-10 19:19:09,24.895,47.66,3.6
2025-02-10 19:20:09,24.895,47.63,3.8
2025-02-10 19:21:09,24.895,47.63,4.1
2025-02-10 19:22:09,24.895,47.65,4.0
2025-02-10 19:23:09,24.895,47.59,4.4
2025-02-10 19:24:09,24.89,47.61,4.1
2025-02-10 19:25:09,24.895,47.62,3.9
2025-02-10 19:26:09,24.895,47.62,4.1
2025-02-10 19:27:09,24.89,47.64,4.1
2025-02-10 19:28:09,24.89,47.64,3.9
2025-02-10 19:29:09,24.89,47.67,4.0
2025-02-10 19:30:09,24.885,47.65,3.3
2025-02-10 19:31:09,24.89,47.64,3.9
2025-02-10 19:32:09,24.885,47.64,3.8
2025-02-10 19:33:05,24.885,47.65,4.3
2025-02-10 19:34:05,24.885,47.64,4.1
2025-02-10 19:35:05,24.885,47.65,3.4
2025-02-10 19:36:05,24.885,47.64,4.0
2025-02-10 19:37:05,24.885,47.63,3.6
2025-02-10 19:38:05,24.885,47.64,4.2
2025-02-10 19:39:05,24.885,47.65,3.8
2025-02-10 19:40:05,24.885,47.64,4.2
2025-02-10 19:41:05,24.885,47.64,3.9
2025-02-10 19:42:05,24.885,47.65,3.4
2025-02-10 19:43:05,24.885,47.64,3.9
2025-02-10 19:44:05,24.885,47.67,3.7
2025-02-10 19:45:05,24.885,47.64,3.8
2025-02-10 19:46:05,24.885,47.62,4.3
2025-02-10 19:47:05,24.885,47.63,3.6
2025-02-10 19:48:32,24.88,47.64,4.0
2025-02-10 19:49:32,24.88,47.63,4.0
2025-02-10 19:50:32,24.88,47.65,3.5
2025-02-10 19:51:32,24.88,47.65,3.4
2025-02-10 19:52:32,24.88,47.63,3.5
2025-02-10 19:53:32,24.88,47.62,4.2
2025-02-10 19:54:32,24.88,47.66,3.9
2025-02-10 19:55:32,24.88,47.64,3.9
2025-02-10 19:56:32,24.88,47.65,3.9
2025-02-10 19:57:32,24.88,47.65,3.8
2025-02-10 19:58:32,24.88,47.64,4.3
2025-02-10 19:59:32,24.88,47.65,4.5
2025-02-10 20:00:32,24.885,47.65,3.5
2025-02-10 20:01:32,24.885,47.64,3.9
2025-02-10 20:02:32,24.88,47.66,4.3
2025-02-10 20:03:40,24.88,47.66,4.1
2025-02-10 20:04:40,24.88,47.67,3.8
2025-02-10 20:05:40,24.88,47.66,3.9
2025-02-10 20:06:40,24.88,47.67,3.8
2025-02-10 20:07:40,24.88,47.64,3.9
2025-02-10 20:08:40,24.885,47.64,3.7
2025-02-10 20:09:40,24.885,47.67,4.5
2025-02-10 20:10:40,24.885,47.64,4.2
2025-02-10 20:11:40,24.885,47.64,4.0
2025-02-10 20:12:40,24.885,47.65,3.3
2025-02-10 20:13:40,24.88,47.65,4.1
2025-02-10 20:14:40,24.885,47.63,4.2
2025-02-10 20:15:40,24.885,47.62,4.3
2025-02-10 20:16:40,24.885,47.63,3.7
2025-02-10 20:17:40,24.885,47.67,3.9
2025-02-10 20:18:48,24.88,47.66,4.2
2025-02-10 20:19:48,24.88,47.65,4.5
2025-02-10 20:20:48,24.88,47.65,4.3
2025-02-10 20:21:48,24.88,47.65,4.4
2025-02-10 20:22:48,24.88,47.66,3.7
2025-02-10 20:23:48,24.885,47.67,4.3
2025-02-10 20:24:48,24.885,47.65,4.1
2025-02-10 20:25:48,24.885,47.68,4.2
2025-02-10 20:26:48,24.885,47.65,4.3
2025-02-10 20:27:48,24.885,47.64,4.3
2025-02-10 20:28:48,24.885,47.63,4.5
2025-02-10 20:29:48,24.885,47.64,3.9
2025-02-10 20:30:48,24.885,47.65,3.9
2025-02-10 20:31:48,24.885,47.66,3.7
2025-02-10 20:32:48,24.885,47.65,4.4
2025-02-10 20:34:04,24.885,47.65,4.7
2025-02-10 20:35:04,24.89,47.68,4.0
2025-02-10 20:36:04,24.89,47.63,3.7
2025-02-10 20:37:04,24.89,47.65,3.8
2025-02-10 20:38:04,24.89,47.63,4.2
2025-02-10 20:39:04,24.895,47.61,3.9
2025-02-10 20:40:04,24.895,47.65,4.5
2025-02-10 20:41:04,24.89,47.63,3.8
2025-02-10 20:42:04,24.89,47.64,4.1
2025-02-10 20:43:04,24.89,47.64,4.1
2025-02-10 20:44:04,24.89,47.65,3.8
2025-02-10 20:45:04,24.885,47.64,4.0
2025-02-10 20:46:04,24.885,47.67,3.8
2025-02-10 20:47:04,24.885,47.64,3.7
2025-02-10 20:48:04,24.885,47.68,4.1
2025-02-10 20:49:16,24.885,47.65,4.7
2025-02-10 20:50:16,24.885,47.66,4.8
2025-02-10 20:51:16,24.89,47.64,3.9
2025-02-10 20:52:16,24.89,47.64,3.8
2025-02-10 20:53:16,24.885,47.67,4.2
