timestamp,temperature,humidity,pm2_5,co2
2025-02-10 18:00:57,25.605,45.64,3.9,400.0
2025-02-10 18:01:57,25.61,45.64,3.8,400.0
2025-02-10 18:02:57,25.61,45.64,3.8,400.0
2025-02-10 18:03:57,25.61,45.61,4.1,406.0
2025-02-10 18:04:57,25.605,45.59,3.4,400.0
2025-02-10 18:05:57,25.605,45.6,3.8,400.0
2025-02-10 18:07:02,25.605,45.61,4.1,400.0
2025-02-10 18:08:02,25.605,45.62,3.6,404.0
2025-02-10 18:09:02,25.605,45.61,3.8,400.0
2025-02-10 18:10:02,25.605,45.61,3.9,416.0
2025-02-10 18:11:02,25.605,45.62,3.6,427.0
2025-02-10 18:12:02,25.61,45.62,4.2,401.0
2025-02-10 18:13:02,25.61,45.61,3.7,404.0
2025-02-10 18:14:02,25.61,45.62,3.9,407.0
2025-02-10 18:15:02,25.61,45.58,3.6,400.0
2025-02-10 18:16:02,25.61,45.59,4.0,418.0
2025-02-10 18:17:02,25.61,45.61,4.3,404.0
2025-02-10 18:18:02,25.605,45.55,3.9,400.0
2025-02-10 18:19:02,25.605,45.56,4.0,400.0
2025-02-10 18:20:02,25.6,45.56,4.4,400.0
2025-02-10 18:21:02,25.6,45.57,4.0,408.0
2025-02-10 18:21:58,25.6,45.59,3.9,446.0
2025-02-10 18:22:58,25.6,45.59,4.4,429.0
2025-02-10 18:23:58,25.595,45.62,3.4,441.0
2025-02-10 18:24:58,25.595,45.61,4.4,408.0
2025-02-10 18:25:58,25.595,45.62,3.9,454.0
2025-02-10 18:26:58,25.595,45.62,4.2,445.0
2025-02-10 18:27:58,25.595,45.6,3.9,405.0
2025-02-10 18:28:58,25.595,45.61,3.6,434.0
2025-02-10 18:29:58,25.595,45.6,4.2,400.0
2025-02-10 18:30:58,25.595,45.6,3.6,400.0
2025-02-10 18:31:58,25.595,45.6,4.2,404.0
2025-02-10 18:32:58,25.595,45.61,3.6,417.0
2025-02-10 18:33:58,25.595,45.61,4.1,400.0
2025-02-10 18:34:58,25.595,45.62,3.9,400.0
2025-02-10 18:35:58,25.595,45.63,3.9,400.0
2025-02-10 18:37:09,25.595,45.61,3.6,413.0
2025-02-10 18:38:09,25.59,45.6,4.9,409.0
2025-02-10 18:39:09,25.595,45.6,4.0,410.0
2025-02-10 18:40:09,25.59,45.6,3.8,456.0
2025-02-10 18:41:09,25.59,45.63,3.9,435.0
2025-02-10 18:42:09,25.59,45.62,4.0,414.0
2025-02-10 18:43:09,25.59,45.63,3.9,425.0
2025-02-10 18:44:09,25.595,45.61,3.6,412.0
2025-02-10 18:45:09,25.595,45.61,3.9,400.0
2025-02-10 18:46:09,25.595,45.62,3.9,400.0
2025-02-10 18:47:09,25.595,45.63,4.2,400.0
2025-02-10 18:48:09,25.595,45.61,4.7,400.0
2025-02-10 18:49:09,25.595,45.6,4.3,415.0
2025-02-10 18:50:09,25.595,45.58,4.6,400.0
2025-02-10 18:51:09,25.595,45.6,3.9,400.0
2025-02-10 18:52:18,25.595,45.61,3.8,437.0
2025-02-10 18:54:07,25.6,45.65,3.7,403.0
2025-02-10 18:55:07,25.6,45.67,4.2,410.0
2025-02-10 18:56:07,25.605,45.65,4.3,401.0
2025-02-10 18:57:07,25.61,45.63,3.9,412.0
2025-02-10 18:58:07,25.615,45.62,4.5,417.0
2025-02-10 18:59:07,25.615,45.6,3.7,401.0
2025-02-10 19:00:07,25.615,45.6,3.9,400.0
2025-02-10 19:01:07,25.62,45.56,4.4,417.0
2025-02-10 19:02:07,25.62,45.57,3.6,400.0
2025-02-10 19:03:07,25.625,45.54,4.1,402.0
2025-02-10 19:04:07,25.625,45.54,4.1,414.0
2025-02-10 19:05:07,25.625,45.58,4.4,400.0
2025-02-10 19:06:07,25.625,45.55,4.1,400.0
2025-02-10 19:07:07,25.625,45.57,4.1,400.0
2025-02-10 19:08:07,25.63,45.54,4.0,400.0
2025-02-10 19:08:58,25.63,45.57,4.3,408.0
2025-02-10 19:09:58,25.63,45.57,4.1,411.0
2025-02-10 19:10:58,25.63,45.58,4.2,409.0
2025-02-10 19:11:58,25.63,45.58,4.2,406.0
2025-02-10 19:12:58,25.63,45.55,3.7,402.0
2025-02-10 19:13:58,25.63,45.55,4.5,434.0
2025-02-10 19:14:58,25.635,45.56,4.2,404.0
2025-02-10 19:15:58,25.635,45.56,4.0,400.0
2025-02-10 19:16:58,25.635,45.55,4.4,400.0
2025-02-10 19:17:58,25.635,45.55,3.9,417.0
2025-02-10 19:18:58,25.635,45.54,4.0,400.0
2025-02-10 19:19:58,25.635,45.53,4.1,400.0
2025-02-10 19:20:58,25.63,45.53,4.0,400.0
2025-02-10 19:21:58,25.63,45.53,4.1,400.0
2025-02-10 19:22:58,25.63,45.52,4.3,400.0
2025-02-10 19:24:23,25.63,45.54,4.1,413.0
2025-02-10 19:25:23,25.63,45.55,4.4,430.0
2025-02-10 19:26:23,25.63,45.57,4.9,444.0
2025-02-10 19:27:23,25.63,45.59,3.9,419.0
2025-02-10 19:28:23,25.63,45.58,4.4,410.0
2025-02-10 19:29:23,25.63,45.57,4.0,416.0
2025-02-10 19:30:23,25.63,45.56,4.2,400.0
2025-02-10 19:31:23,25.63,45.5,4.3,400.0
2025-02-10 19:32:23,25.63,45.52,4.5,400.0
2025-02-10 19:33:23,25.625,45.53,4.3,400.0
2025-02-10 19:34:23,25.625,45.54,4.3,400.0
2025-02-10 19:35:23,25.63,45.52,4.0,400.0
2025-02-10 19:36:23,25.625,45.52,4.5,400.0
2025-02-10 19:37:23,25.625,45.53,3.8,400.0
2025-02-10 19:38:23,25.625,45.54,3.8,400.0
2025-02-10 19:39:28,25.62,45.53,4.0,414.0
